matric_number,full_name,department,level,gender,date_of_birth,state_of_origin,gpa,score_maths,score_english,fees_paid,outstanding_fees,hostel,scholarship,phone,legacy_field
FP/2021/24444,Aisha Bello,Mass Communication,ND1,Male,2001-05-17,Rivers,4.36,41,18,107328.3,,Block B,Private,08058012064,
FP/2021/42657,GRACE PETER,Civil Engineering,ND2,M,1999-05-16,Lagos,3.32,55,97,96744.31,77315.14,,Private,08087410486,
FP/2021/24481,segun adeyemi,Mass Communication,HND1,M,1997-05-24,Rivers,3.45,0,54,173358.0,17057.07,,Federal Govt,08066906092,
FP/2021/74419,Emeka Okoye,Electrical Engineering,HND2,MALE,1997-01-07,Lagos,3.35,65,26,166418.57,69473.01,Off Campus,Federal Govt,08024843690,
FP/2021/42908,CHIOMA NNAJI,Statistics,ND2,MALE,1998-12-24,Kano,3.35,19,85,158961.72,65438.16,Block B,None,08092902118,
FP/2021/13443,ALIYU MUSA,Business Admin,HND1,FEMALE,2001-03-12,Delta,3.33,-3,90,180576.43,106256.24,,Federal Govt,08065481412,
FP/2021/78088,Aisha Bello,Business Admin,HND2,MALE,2000-03-29,Lagos,2.71,2,11,147453.97,69402.04,Off Campus,None,08047824059,
FP/2021/70414,ibrahim dan-asabe,Business Admin,HND2,F,2001-01-30,Oyo,4.25,20,15,61276.3,10441.89,Block A,None,08019149380,
FP/2021/13798,ibrahim dan-asabe,Accountancy,ND2,F,2001-08-11,Oyo,3.58,49,52,122103.58,146860.35,Block B,State Govt,08034618982,
FP/2021/61879,Emeka Okoye,Statistics,HND1,MALE,1999-01-02,Abuja,3.29,55,21,173795.67,38926.25,Block A,Federal Govt,08080516889,
FP/2021/15580,ibrahim dan-asabe,Statistics,HND1,FEMALE,2002-08-07,Edo,2.06,-3,44,167133.18,140192.1,,,08061175819,
FP/2021/63164,GRACE PETER,Civil Engineering,ND1,Male,2002-04-17,Edo,4.16,13,39,113517.06,111232.79,Block C,None,08028387723,
FP/2021/32601,GRACE PETER,Nutrition,ND1,MALE,2001-07-03,Rivers,3.51,82,70,146950.35,66414.47,Block C,None,08040619139,
FP/2021/25223,Aisha Bello,Accountancy,ND1,F,2001-03-19,Rivers,1.97,76,4,127974.01,88021.48,Block B,State Govt,08043316656,
FP/2021/55917,ibrahim dan-asabe,Business Admin,HND2,FEMALE,2000-10-12,Enugu,4.12,63,36,51545.78,82096.97,,,08082118127,
FP/2021/91018,Aisha Bello,Accountancy,HND2,FEMALE,2001-09-30,Delta,4.67,42,2,167180.31,106007.4,,Federal Govt,08012332734,
FP/2021/16092,segun adeyemi,Computer Science,ND2,FEMALE,1998-06-29,Lagos,2.45,95,55,83790.82,23397.69,Block B,,08062935204,
FP/2021/55280,GRACE PETER,Civil Engineering,HND1,M,2002-09-27,Abuja,3.1,61,42,153135.92,134918.24,Block C,Federal Govt,08085161586,
FP/2021/46889,ALIYU MUSA,Business Admin,ND1,M,2000-05-18,Oyo,3.45,15,59,152251.26,108970.1,Block A,Private,08022867592,
FP/2021/22959,ALIYU MUSA,Statistics,HND1,MALE,1998-04-13,Abuja,4.25,84,72,167279.87,48276.22,Block B,Private,08018873108,
FP/2021/28395,Aisha Bello,Electrical Engineering,ND2,M,2001-07-07,Delta,3.45,59,38,78046.8,18436.65,Block B,State Govt,08042179253,
FP/2021/70422,GRACE PETER,Nutrition,ND2,M,1999-10-08,Oyo,2.96,48,99,65460.41,148613.63,Block C,,08025877522,
FP/2021/72872,segun adeyemi,Computer Science,ND2,Female,1999-08-12,Edo,4.61,51,50,195201.8,120549.5,Block A,None,08060414954,
FP/2021/88789,Emeka Okoye,Statistics,HND2,Male,1999-10-02,Delta,3.52,36,55,156154.24,47425.29,Off Campus,Private,08019086084,
FP/2021/59187,segun adeyemi,Civil Engineering,ND2,M,2002-05-14,Rivers,4.59,7,64,60777.16,92887.89,,,08035593628,
FP/2021/33386,ibrahim dan-asabe,,ND1,Male,1999-03-12,Enugu,2.29,46,40,119942.68,38900.88,Block B,Private,08060814925,
FP/2021/16753,CHIOMA NNAJI,Nutrition,HND2,F,1997-05-07,Oyo,1.35,50,94,99853.33,11031.23,Off Campus,Federal Govt,08072225840,
FP/2021/30254,segun adeyemi,,HND1,F,2001-10-31,Kano,2.4,97,32,,50363.17,,None,08030315666,
FP/2021/62161,Aisha Bello,Nutrition,ND1,Female,2001-03-21,Lagos,3.3,38,91,135338.64,26241.2,Block A,State Govt,08072513683,
FP/2021/74157,Emeka Okoye,Statistics,ND1,F,1999-07-06,Kano,4.98,-2,60,183262.32,40158.08,Off Campus,State Govt,08034142047,
FP/2021/44159,ibrahim dan-asabe,Nutrition,ND1,Female,2001-08-12,Delta,3.11,62,34,187526.16,73258.46,Off Campus,,08077562933,
FP/2021/87015,ALIYU MUSA,Accountancy,ND2,F,1999-11-29,Enugu,1.35,66,57,118600.75,,Block C,,08072665337,
FP/2021/49880,ibrahim dan-asabe,Computer Science,ND1,FEMALE,1998-03-21,Kano,,50,47,,106522.55,,Federal Govt,08047537128,
FP/2021/87927,ALIYU MUSA,Business Admin,ND2,FEMALE,1999-09-06,Enugu,,67,95,120459.38,97679.84,Off Campus,Private,08094477379,
FP/2021/56383,ALIYU MUSA,Civil Engineering,ND1,Female,2000-07-30,Abuja,2.83,1,57,81045.82,56887.17,,Federal Govt,08086388109,
FP/2021/22391,ALIYU MUSA,Accountancy,HND1,Male,1999-09-22,Oyo,1.37,62,88,71088.44,132594.41,Block A,,08035508345,
FP/2021/43343,segun adeyemi,Business Admin,HND2,Female,1998-05-06,Abuja,4.71,42,25,73936.83,,Block C,State Govt,08022798395,
FP/2021/35403,CHIOMA NNAJI,Civil Engineering,HND1,MALE,2001-11-03,Delta,,93,65,146655.17,123288.13,Block B,Private,08092566540,
FP/2021/92783,Aisha Bello,Nutrition,HND2,M,1999-01-25,Edo,,-5,28,95803.77,125730.6,Block A,Private,08040223372,
FP/2021/83601,Aisha Bello,Business Admin,ND1,F,2001-04-13,Edo,3.35,33,44,135149.69,57446.14,Block B,Federal Govt,08041478324,
FP/2021/57958,ALIYU MUSA,Computer Science,ND1,M,1998-02-05,Delta,,83,52,141468.46,109231.31,Block B,None,08092591668,
FP/2021/13927,ibrahim dan-asabe,Statistics,ND1,Female,2002-02-12,Delta,3.89,45,17,191251.82,77730.92,Off Campus,State Govt,08082468262,
FP/2021/29579,GRACE PETER,Civil Engineering,ND2,M,2002-06-26,Abuja,3.84,84,50,120909.76,74370.59,Block C,None,08038412721,
FP/2021/99238,GRACE PETER,Electrical Engineering,HND1,F,2002-11-13,Lagos,2.23,36,75,96829.33,107072.43,,,08096110580,
FP/2021/32697,ibrahim dan-asabe,Mass Communication,ND1,Male,1997-10-18,Abuja,3.18,-5,57,60823.83,123392.21,Block C,State Govt,08066226595,
FP/2021/71730,ibrahim dan-asabe,Business Admin,HND1,Male,1999-11-25,Lagos,1.7,53,21,55342.2,113289.23,Off Campus,,08083480673,
FP/2021/78152,Aisha Bello,Electrical Engineering,HND2,F,1998-03-20,Rivers,2.39,3,30,,97773.93,Block B,None,08027390602,
FP/2021/63296,Aisha Bello,Computer Science,ND1,Female,1998-08-27,Kano,3.11,32,50,87233.44,5221.38,Block C,,08060463614,
FP/2021/24317,Emeka Okoye,Business Admin,HND1,MALE,1999-07-08,Rivers,2.71,88,98,72466.24,149741.94,Block B,Private,08064567845,
FP/2021/59214,ibrahim dan-asabe,Statistics,HND2,Female,2002-06-24,Delta,4.29,18,75,153113.02,149412.45,Off Campus,Federal Govt,08077848337,
FP/2021/17520,segun adeyemi,Business Admin,HND1,Male,1998-10-06,Abuja,4.35,30,7,67397.52,83601.5,Block A,Private,08026554526,
FP/2021/56242,ALIYU MUSA,Computer Science,ND1,M,1998-09-17,Rivers,,13,62,60842.17,11036.56,Block A,Federal Govt,08080205738,
FP/2021/91891,Aisha Bello,Statistics,HND2,F,2001-02-06,Kano,4.89,99,83,180249.29,134824.54,,,08050618443,
FP/2021/84787,CHIOMA NNAJI,Electrical Engineering,HND1,M,2001-09-29,Edo,1.79,36,41,65399.14,87091.75,,Federal Govt,08026741528,
FP/2021/47728,Emeka Okoye,Statistics,ND2,F,2000-04-18,Lagos,,37,57,139126.09,8925.02,Block C,,08074699477,
FP/2021/16753,CHIOMA NNAJI,Nutrition,HND2,F,1997-05-07,Oyo,1.35,50,94,99853.33,11031.23,Off Campus,Federal Govt,08072225840,
FP/2021/11365,Aisha Bello,Mass Communication,HND2,F,2002-08-13,Abuja,3.72,62,79,114553.8,17765.79,Off Campus,Private,08044871265,
FP/2021/63928,ALIYU MUSA,Accountancy,ND2,MALE,1997-10-17,Edo,1.64,91,30,,121094.71,Off Campus,,08028824758,
FP/2021/35577,CHIOMA NNAJI,Computer Science,HND2,Male,2000-10-29,Abuja,2.97,2,26,141138.98,124150.26,Block A,,08098174390,
FP/2021/49880,ibrahim dan-asabe,Computer Science,ND1,FEMALE,1998-03-21,Kano,,50,47,,106522.55,,Federal Govt,08047537128,
FP/2021/38067,GRACE PETER,Civil Engineering,ND1,FEMALE,2001-07-31,Kano,2.51,-2,33,,16123.43,Block C,Private,08029408342,
FP/2021/82217,GRACE PETER,Statistics,HND1,FEMALE,2002-12-26,Enugu,3.86,-2,60,181796.99,41915.54,,None,08043956104,
FP/2021/11762,ALIYU MUSA,Mass Communication,HND2,M,2002-11-19,Abuja,4.58,43,14,72306.98,87798.14,,,08077213177,
FP/2021/56383,ALIYU MUSA,Civil Engineering,ND1,Female,2000-07-30,Abuja,2.83,1,57,81045.82,56887.17,,Federal Govt,08086388109,
FP/2021/48272,ibrahim dan-asabe,Business Admin,ND1,MALE,2001-02-18,Delta,2.5,27,58,89517.36,129115.28,Block B,None,08061354847,
FP/2021/66382,ALIYU MUSA,Civil Engineering,HND1,F,1997-05-20,Kano,1.21,76,35,145712.27,25039.7,,Private,08080396027,
